2025-07-26 01:01:52 - 
2025-07-26 01:01:52 - Image Name                     PID Session Name        Session#    Mem Usage
2025-07-26 01:10:02 - WindowsTerminal.exe          16748                           14         36 K
2025-07-26 01:10:02 - svchost.exe                   5240 Services                   0      1,100 K
2025-07-26 01:10:02 - HPPrintScanDoctorService.    22484 Services                   0      3,396 K
2025-07-26 01:10:02 - WindowsTerminal.exe           8484                           16         36 K
2025-07-26 01:10:02 - OfficeClickToRun.exe         19260 Services                   0      9,464 K
2025-07-26 01:10:02 - SearchIndexer.exe             8160 Services                   0     17,216 K
2025-07-26 01:10:02 - armsvc.exe                   22308 Services                   0      2,364 K
2025-07-26 01:10:02 - svchost.exe                  22388 Services                   0      1,656 K
2025-07-26 01:10:02 - svchost.exe                  12028 Services                   0      3,332 K
2025-07-26 01:10:02 - svchost.exe                  22120 Services                   0        996 K
2025-07-26 01:10:02 - svchost.exe                   6980 Services                   0     14,628 K
2025-07-26 01:10:02 - MpDefenderCoreService.exe    13868 Services                   0     11,680 K
2025-07-26 01:10:02 - MsMpEng.exe                   2008 Services                   0   1,94,552 K
2025-07-26 01:10:02 - NisSrv.exe                   22968 Services                   0      2,424 K
2025-07-26 01:10:02 - svchost.exe                   9376 Services                   0      1,556 K
2025-07-26 01:10:02 - WindowsTerminal.exe          16480                           24         36 K
2025-07-26 01:10:02 - csrss.exe                    14988 Console                   27      3,488 K
2025-07-26 01:10:02 - winlogon.exe                  5984 Console                   27      4,900 K
2025-07-26 01:10:02 - dwm.exe                       2860 Console                   27     89,040 K
2025-07-26 01:10:02 - fontdrvhost.exe              11880 Console                   27      1,436 K
2025-07-26 01:10:02 - NVDisplay.Container.exe      12788 Console                   27     10,572 K
2025-07-26 01:10:02 - ETDCtrl.exe                   4104 Console                   27      2,768 K
2025-07-26 01:10:02 - sihost.exe                   24196 Console                   27     20,600 K
2025-07-26 01:10:02 - svchost.exe                  11208 Console                   27     11,716 K
2025-07-26 01:10:02 - svchost.exe                  11836 Console                   27      2,576 K
2025-07-26 01:10:02 - igfxEMN.exe                  18216 Console                   27      2,932 K
2025-07-26 01:10:02 - svchost.exe                   7744 Console                   27     13,548 K
2025-07-26 01:10:02 - taskhostw.exe                13448 Console                   27     10,256 K
2025-07-26 01:10:02 - svchost.exe                  16164 Services                   0      1,532 K
2025-07-26 01:10:02 - explorer.exe                 19824 Console                   27   2,71,020 K
2025-07-26 01:10:02 - ShellHost.exe                 9776 Console                   27     10,108 K
2025-07-26 01:10:02 - UserAwarenessHelper.exe       7084 Console                   27      6,524 K
2025-07-26 01:10:02 - uihost.exe                   17228 Console                   27     14,944 K
2025-07-26 01:10:02 - SECOCL64.exe                  9284 Console                   27      2,400 K
2025-07-26 01:10:02 - conhost.exe                  13640 Console                   27      1,060 K
2025-07-26 01:10:02 - CrossDeviceResume.exe        17676 Console                   27     10,104 K
2025-07-26 01:10:02 - svchost.exe                   6812 Console                   27     17,320 K
2025-07-26 01:10:02 - StartMenuExperienceHost.e    13936 Console                   27     28,012 K
2025-07-26 01:10:02 - SearchHost.exe               12000 Console                   27     42,028 K
2025-07-26 01:10:02 - Widgets.exe                   6088 Console                   27     37,988 K
2025-07-26 01:10:02 - RuntimeBroker.exe            13136 Console                   27     19,696 K
2025-07-26 01:10:02 - svchost.exe                   9188 Console                   27      6,040 K
2025-07-26 01:10:02 - RuntimeBroker.exe            23688 Console                   27      7,696 K
2025-07-26 01:10:02 - msedgewebview2.exe            6668 Console                   27     52,632 K
2025-07-26 01:10:02 - msedgewebview2.exe           10676 Console                   27      1,968 K
2025-07-26 01:10:02 - msedgewebview2.exe           17120 Console                   27     24,980 K
2025-07-26 01:10:02 - msedgewebview2.exe            3772 Console                   27     20,036 K
2025-07-26 01:10:02 - msedgewebview2.exe           14300 Console                   27      5,892 K
2025-07-26 01:10:02 - ctfmon.exe                   21264 Console                   27     27,264 K
2025-07-26 01:10:02 - msedgewebview2.exe            9888 Console                   27     39,256 K
2025-07-26 01:10:02 - SecurityHealthSystray.exe     7716 Console                   27      2,608 K
2025-07-26 01:10:02 - TextInputHost.exe            23832 Console                   27     32,312 K
2025-07-26 01:10:02 - RtkAudUService64.exe          5092 Console                   27      3,144 K
2025-07-26 01:10:02 - WebCompanion.exe             16604 Console                   27     23,580 K
2025-07-26 01:10:02 - UnInstDaemon.exe             21944 Console                   27     15,232 K
2025-07-26 01:10:02 - chrome.exe                   16092 Console                   27   1,27,524 K
2025-07-26 01:10:02 - chrome.exe                   13852 Console                   27      2,860 K
2025-07-26 01:10:02 - chrome.exe                   15520 Console                   27     83,736 K
2025-07-26 01:10:02 - chrome.exe                   14048 Console                   27     32,468 K
2025-07-26 01:10:02 - chrome.exe                   22048 Console                   27      6,952 K
2025-07-26 01:10:02 - chrome.exe                   10572 Console                   27     20,672 K
2025-07-26 01:10:02 - chrome.exe                   17828 Console                   27   7,14,816 K
2025-07-26 01:10:02 - cmd.exe                      12292 Console                   27        728 K
2025-07-26 01:10:02 - conhost.exe                  18772 Console                   27      1,948 K
2025-07-26 01:10:02 - browserhost.exe              16176 Console                   27      4,800 K
2025-07-26 01:10:02 - chrome.exe                   18124 Console                   27      7,016 K
2025-07-26 01:10:02 - BingWallpaper.exe            15512 Console                   27     72,264 K
2025-07-26 01:10:02 - DesktopExtension.exe          7920 Console                   27      9,824 K
2025-07-26 01:10:02 - HP.myHP.exe                   5144 Console                   27     26,796 K
2025-07-26 01:10:02 - msedgewebview2.exe           16116 Console                   27     51,872 K
2025-07-26 01:10:02 - msedgewebview2.exe            2844 Console                   27      2,412 K
2025-07-26 01:10:02 - msedgewebview2.exe            7136 Console                   27     33,264 K
2025-07-26 01:10:02 - msedgewebview2.exe           18012 Console                   27     15,324 K
2025-07-26 01:10:02 - msedgewebview2.exe            1888 Console                   27      5,840 K
2025-07-26 01:10:02 - msedgewebview2.exe           22224 Console                   27     29,000 K
2025-07-26 01:10:02 - msedgewebview2.exe           24072 Console                   27     47,708 K
2025-07-26 01:10:02 - msedgewebview2.exe           21660 Console                   27      2,576 K
2025-07-26 01:10:02 - msedgewebview2.exe           24088 Console                   27     19,376 K
2025-07-26 01:10:02 - msedgewebview2.exe            7384 Console                   27     15,440 K
2025-07-26 01:10:02 - msedgewebview2.exe           21984 Console                   27      4,840 K
2025-07-26 01:10:02 - msedgewebview2.exe           21832 Console                   27     27,840 K
2025-07-26 01:10:02 - msedgewebview2.exe           14560 Console                   27     50,268 K
2025-07-26 01:10:02 - msedgewebview2.exe           17004 Console                   27      2,968 K
2025-07-26 01:10:02 - msedgewebview2.exe           14520 Console                   27     28,504 K
2025-07-26 01:10:02 - msedgewebview2.exe           17568 Console                   27     16,552 K
2025-07-26 01:10:02 - msedgewebview2.exe           14496 Console                   27      6,148 K
2025-07-26 01:10:02 - msedgewebview2.exe           19768 Console                   27     26,344 K
2025-07-26 01:10:02 - HPSystemEventUtilityBackg    18524 Console                   27     29,768 K
2025-07-26 01:10:02 - unsecapp.exe                  7848 Console                   27      4,748 K
2025-07-26 01:10:02 - HPSystemEventUtilityHost.    13692 Console                   27     15,148 K
2025-07-26 01:10:02 - HPMediaNetwork.exe            4748 Console                   27     36,596 K
2025-07-26 01:10:02 - HPAudioSwitch.exe            11820 Console                   27     11,412 K
2025-07-26 01:10:02 - WhatsApp.exe                 22732 Console                   27   1,84,992 K
2025-07-26 01:10:02 - svchost.exe                  22984 Console                   27     35,472 K
2025-07-26 01:10:02 - RuntimeBroker.exe             8884 Console                   27     30,052 K
2025-07-26 01:10:02 - ApplicationFrameHost.exe     21320 Console                   27     48,840 K
2025-07-26 01:10:02 - svchost.exe                   3016 Console                   27      8,164 K
2025-07-26 01:10:02 - svchost.exe                  20220 Console                   27     10,088 K
2025-07-26 01:10:02 - idea64.exe                   23840 Console                   27  13,23,736 K
2025-07-26 01:10:02 - fsnotifier.exe               21992 Console                   27      2,256 K
2025-07-26 01:10:02 - conhost.exe                  23468 Console                   27      3,708 K
2025-07-26 01:10:02 - java.exe                      8700 Console                   27     79,448 K
2025-07-26 01:10:02 - conhost.exe                   6940 Console                   27      4,500 K
2025-07-26 01:10:02 - WidgetService.exe             6480 Console                   27     16,612 K
2025-07-26 01:10:02 - java.exe                     14700 Console                   27     41,132 K
2025-07-26 01:10:02 - conhost.exe                  23660 Console                   27      7,008 K
2025-07-26 01:10:02 - dllhost.exe                   9716 Console                   27     19,144 K
2025-07-26 01:10:02 - dllhost.exe                  16300 Console                   27     21,300 K
2025-07-26 01:10:02 - dllhost.exe                  10620 Console                   27     19,084 K
2025-07-26 01:10:02 - dllhost.exe                  24436 Console                   27     20,312 K
2025-07-26 01:10:02 - svchost.exe                  11168 Services                   0      9,404 K
2025-07-26 01:10:02 - java.exe                     24144 Console                   27     49,208 K
2025-07-26 01:10:02 - java.exe                     16248 Console                   27     44,752 K
2025-07-26 01:10:02 - conhost.exe                   2752 Console                   27      7,108 K
2025-07-26 01:10:02 - conhost.exe                  14240 Console                   27      7,112 K
2025-07-26 01:10:02 - tasklist.exe                  1932 Console                   27     11,580 K
2025-07-26 01:10:02 - conhost.exe                  11292 Console                   27      6,968 K
2025-07-26 09:47:37 - 
2025-07-26 09:47:37 - Image Name                     PID Session Name        Session#    Mem Usage
2025-07-26 09:47:37 - ========================= ======== ================ =========== ============
2025-07-26 09:47:37 - System Idle Process              0 Services                   0          8 K
2025-07-26 09:47:37 - System                           4 Services                   0      1,392 K
2025-07-26 09:47:37 - Secure System                  140 Services                   0     41,288 K
2025-07-26 09:47:37 - Registry                       180 Services                   0   1,24,528 K
2025-07-26 09:47:37 - smss.exe                       696 Services                   0        276 K
2025-07-26 09:47:37 - csrss.exe                      728 Services                   0      2,156 K
2025-07-26 09:47:37 - wininit.exe                   1068 Services                   0      1,392 K
2025-07-26 09:47:37 - services.exe                  1140 Services                   0      8,388 K
2025-07-26 09:47:37 - LsaIso.exe                    1160 Services                   0      1,040 K
2025-07-26 09:47:37 - lsass.exe                     1168 Services                   0     20,624 K
2025-07-26 09:47:37 - svchost.exe                   1368 Services                   0     32,408 K
2025-07-26 09:47:37 - fontdrvhost.exe               1400 Services                   0        748 K
2025-07-26 09:47:37 - WUDFHost.exe                  1452 Services                   0      2,784 K
2025-07-26 09:47:37 - svchost.exe                   1536 Services                   0     19,496 K
2025-07-26 09:47:37 - svchost.exe                   1576 Services                   0      5,000 K
2025-07-26 09:47:37 - svchost.exe                   1768 Services                   0      3,320 K
2025-07-26 09:47:37 - svchost.exe                   1812 Services                   0      9,676 K
2025-07-26 09:47:37 - svchost.exe                   1820 Services                   0      1,376 K
2025-07-26 09:47:37 - svchost.exe                   1940 Services                   0      6,484 K
2025-07-26 09:47:37 - svchost.exe                   1964 Services                   0      2,424 K
2025-07-26 09:47:37 - svchost.exe                   1984 Services                   0      6,020 K
2025-07-26 09:47:37 - svchost.exe                   1992 Services                   0      5,688 K
2025-07-26 09:47:37 - svchost.exe                    668 Services                   0      5,052 K
2025-07-26 09:47:37 - IntelCpHDCPSvc.exe            1884 Services                   0      1,900 K
2025-07-26 09:47:37 - svchost.exe                    828 Services                   0      5,800 K
2025-07-26 09:47:37 - svchost.exe                   2136 Services                   0     19,552 K
2025-07-26 09:47:37 - svchost.exe                   2176 Services                   0      5,068 K
2025-07-26 09:47:37 - WUDFHost.exe                  2332 Services                   0     14,008 K
2025-07-26 09:47:37 - svchost.exe                   2376 Services                   0      6,556 K
2025-07-26 09:47:37 - svchost.exe                   2676 Services                   0      2,560 K
2025-07-26 09:47:37 - svchost.exe                   2800 Services                   0      4,436 K
2025-07-26 09:47:37 - svchost.exe                   2896 Services                   0      9,752 K
2025-07-26 09:47:37 - NVDisplay.Container.exe       3024 Services                   0     17,868 K
2025-07-26 09:47:37 - svchost.exe                   3052 Services                   0     11,472 K
2025-07-26 09:47:37 - svchost.exe                   2300 Services                   0     17,940 K
2025-07-26 09:47:37 - svchost.exe                   3080 Services                   0      5,168 K
2025-07-26 09:47:37 - svchost.exe                   3088 Services                   0      1,576 K
2025-07-26 09:47:37 - svchost.exe                   3100 Services                   0      8,788 K
2025-07-26 09:47:37 - Memory Compression            3232 Services                   0     98,144 K
2025-07-26 09:47:37 - svchost.exe                   3296 Services                   0      6,092 K
2025-07-26 09:47:37 - igfxCUIServiceN.exe           3360 Services                   0      5,820 K
2025-07-26 09:47:37 - svchost.exe                   3432 Services                   0      3,832 K
2025-07-26 09:47:37 - svchost.exe                   3440 Services                   0      3,860 K
2025-07-26 09:47:37 - AppHelperCap.exe              3456 Services                   0     15,504 K
2025-07-26 09:47:37 - NetworkCap.exe                3464 Services                   0      5,872 K
2025-07-26 09:47:37 - SysInfoCap.exe                3476 Services                   0     24,928 K
2025-07-26 09:47:37 - TouchpointAnalyticsClient     3488 Services                   0     40,316 K
2025-07-26 09:47:37 - DiagsCap.exe                  3500 Services                   0      5,160 K
2025-07-26 09:47:37 - svchost.exe                   3696 Services                   0      9,740 K
2025-07-26 09:47:37 - svchost.exe                   3704 Services                   0     12,744 K
2025-07-26 09:47:37 - hp-one-agent-service.exe      3776 Services                   0      8,920 K
2025-07-26 09:47:37 - svchost.exe                   3952 Services                   0     27,644 K
2025-07-26 09:47:37 - svchost.exe                    800 Services                   0     27,228 K
2025-07-26 09:47:37 - WmiPrvSE.exe                  4288 Services                   0     15,456 K
2025-07-26 09:47:37 - WmiPrvSE.exe                  4296 Services                   0     40,472 K
2025-07-26 09:47:37 - unsecapp.exe                  4448 Services                   0      2,760 K
2025-07-26 09:47:37 - svchost.exe                   4704 Services                   0      3,276 K
2025-07-26 09:47:37 - svchost.exe                   4800 Services                   0      3,840 K
2025-07-26 09:47:37 - svchost.exe                   4844 Services                   0     13,464 K
2025-07-26 09:47:37 - svchost.exe                   4872 Services                   0      9,704 K
2025-07-26 09:47:37 - spoolsv.exe                   4900 Services                   0      5,548 K
2025-07-26 09:47:37 - svchost.exe                   4936 Services                   0     22,300 K
2025-07-26 09:47:37 - svchost.exe                   5032 Services                   0      3,096 K
2025-07-26 09:47:37 - ETDService.exe                4372 Services                   0      1,612 K
2025-07-26 09:47:37 - svchost.exe                   4200 Services                   0     30,720 K
2025-07-26 09:47:37 - nssm.exe                      4320 Services                   0      2,288 K
2025-07-26 09:47:37 - svchost.exe                   4156 Services                   0     26,276 K
2025-07-26 09:47:37 - FNPLicensingService.exe       4600 Services                   0      6,052 K
2025-07-26 09:47:37 - esif_uf.exe                   4688 Services                   0      1,656 K
2025-07-26 09:47:37 - HPCommRecovery.exe            4152 Services                   0      8,280 K
2025-07-26 09:47:37 - OneApp.IGCC.WinService.ex     5132 Services                   0     16,460 K
2025-07-26 09:47:37 - IntelAudioService.exe         5168 Services                   0      4,512 K
2025-07-26 09:47:37 - UserAwarenessService.exe      5208 Services                   0     12,908 K
2025-07-26 09:47:37 - svchost.exe                   5232 Services                   0      6,404 K
2025-07-26 09:47:37 - jhi_service.exe               5248 Services                   0      1,040 K
2025-07-26 09:47:37 - mysqld.exe                    5368 Services                   0      1,368 K
2025-07-26 09:47:37 - RtkAudUService64.exe          5544 Services                   0      5,892 K
2025-07-26 09:47:37 - RtkBtManServ.exe              5568 Services                   0      3,640 K
2025-07-26 09:47:37 - expressvpnd.exe               5596 Services                   0      9,792 K
2025-07-26 09:47:37 - RstMwService.exe              5608 Services                   0      2,980 K
2025-07-26 09:47:37 - SECOMN64.exe                  5620 Services                   0      2,532 K
2025-07-26 09:47:37 - svchost.exe                   5640 Services                   0      3,736 K
2025-07-26 09:47:37 - svchost.exe                   5660 Services                   0      1,984 K
2025-07-26 09:47:37 - WMIRegistrationService.ex     5684 Services                   0      1,816 K
2025-07-26 09:47:37 - svchost.exe                   5776 Services                   0     15,784 K
2025-07-26 09:47:37 - svchost.exe                   5816 Services                   0      2,220 K
2025-07-26 09:47:37 - svchost.exe                   5852 Services                   0      1,948 K
2025-07-26 09:47:37 - conhost.exe                   5892 Services                   0      1,524 K
2025-07-26 09:47:37 - mysqld.exe                    6256 Services                   0      3,492 K
2025-07-26 09:47:37 - conhost.exe                   6408 Services                   0      1,472 K
2025-07-26 09:47:37 - svchost.exe                   6832 Services                   0      1,176 K
2025-07-26 09:47:37 - svchost.exe                   6576 Services                   0     16,156 K
2025-07-26 09:47:37 - svchost.exe                   6596 Services                   0     15,448 K
2025-07-26 09:47:37 - AggregatorHost.exe            8120 Services                   0      5,268 K
2025-07-26 09:47:37 - svchost.exe                   7328 Services                   0      4,616 K
2025-07-26 09:47:37 - svchost.exe                   5724 Services                   0     13,952 K
2025-07-26 09:47:37 - svchost.exe                   7008 Services                   0      7,488 K
2025-07-26 09:47:37 - svchost.exe                   7892 Services                   0      4,896 K
2025-07-26 09:47:37 - svchost.exe                   1896 Services                   0     11,784 K
2025-07-26 09:47:37 - svchost.exe                   4988 Services                   0     16,604 K
2025-07-26 09:47:37 - svchost.exe                   4740 Services                   0      2,836 K
2025-07-26 09:47:37 - svchost.exe                   2080 Services                   0     13,220 K
2025-07-26 09:47:37 - svchost.exe                  10084 Services                   0      6,808 K
2025-07-26 09:47:37 - svchost.exe                  10480 Services                   0     18,572 K
2025-07-26 09:47:37 - svchost.exe                   5944 Services                   0      9,136 K
2025-07-26 09:47:37 - svchost.exe                  13756 Services                   0      5,552 K
2025-07-26 09:47:37 - svchost.exe                  14320 Services                   0      3,868 K
2025-07-26 09:47:37 - svchost.exe                  13104 Services                   0      2,624 K
2025-07-26 09:47:37 - svchost.exe                   2780 Services                   0      5,572 K
2025-07-26 09:47:37 - SecurityHealthService.exe     9048 Services                   0     14,976 K
2025-07-26 09:47:37 - svchost.exe                   8732 Services                   0     13,936 K
2025-07-26 09:47:37 - dasHost.exe                  12364 Services                   0     10,752 K
2025-07-26 09:47:37 - svchost.exe                   8616 Services                   0      4,544 K
2025-07-26 09:47:37 - dasHost.exe                  16936 Services                   0      6,280 K
2025-07-26 09:47:37 - svchost.exe                  13792 Services                   0      1,432 K
2025-07-26 09:47:37 - svchost.exe                  15252 Services                   0      6,236 K
2025-07-26 09:47:37 - svchost.exe                   2088 Services                   0      5,196 K
2025-07-26 09:47:37 - svchost.exe                   7572 Services                   0      5,504 K
2025-07-26 09:47:37 - TouchpointGpuInfo.exe         7072 Services                   0     12,284 K
2025-07-26 09:47:37 - svchost.exe                   8152 Services                   0     14,632 K
2025-07-26 09:47:37 - servicehost.exe              10192 Services                   0     25,652 K
2025-07-26 09:47:37 - WindowsTerminal.exe          16748                           14         36 K
2025-07-26 09:47:37 - svchost.exe                   5240 Services                   0      1,784 K
2025-07-26 09:47:37 - HPPrintScanDoctorService.    22484 Services                   0     12,316 K
2025-07-26 09:47:37 - WindowsTerminal.exe           8484                           16         36 K
2025-07-26 09:47:37 - OfficeClickToRun.exe         19260 Services                   0     20,780 K
2025-07-26 09:47:37 - SearchIndexer.exe             8160 Services                   0     16,956 K
2025-07-26 09:47:37 - armsvc.exe                   22308 Services                   0      3,028 K
2025-07-26 09:47:37 - svchost.exe                  22388 Services                   0      2,376 K
2025-07-26 09:47:37 - svchost.exe                  12028 Services                   0      2,344 K
2025-07-26 09:47:37 - svchost.exe                  22120 Services                   0      1,632 K
2025-07-26 09:47:37 - svchost.exe                   6980 Services                   0     15,556 K
2025-07-26 09:47:37 - MpDefenderCoreService.exe    13868 Services                   0      8,088 K
2025-07-26 09:47:37 - MsMpEng.exe                   2008 Services                   0   2,67,464 K
2025-07-26 09:47:37 - NisSrv.exe                   22968 Services                   0      3,092 K
2025-07-26 09:47:37 - svchost.exe                   9376 Services                   0      2,116 K
2025-07-26 09:47:37 - WindowsTerminal.exe          16480                           24         36 K
2025-07-26 09:47:37 - csrss.exe                    14988 Console                   27      3,120 K
2025-07-26 09:47:37 - winlogon.exe                  5984 Console                   27      6,444 K
2025-07-26 09:47:37 - dwm.exe                       2860 Console                   27     81,716 K
2025-07-26 09:47:37 - fontdrvhost.exe              11880 Console                   27      1,236 K
2025-07-26 09:47:37 - NVDisplay.Container.exe      12788 Console                   27     23,076 K
2025-07-26 09:47:37 - ETDCtrl.exe                   4104 Console                   27      4,560 K
2025-07-26 09:47:37 - sihost.exe                   24196 Console                   27     20,504 K
2025-07-26 09:47:37 - svchost.exe                  11208 Console                   27     34,468 K
2025-07-26 09:47:37 - svchost.exe                  11836 Console                   27      2,068 K
2025-07-26 09:47:37 - igfxEMN.exe                  18216 Console                   27      5,156 K
2025-07-26 09:47:37 - svchost.exe                   7744 Console                   27     21,084 K
2025-07-26 09:47:37 - taskhostw.exe                13448 Console                   27      6,904 K
2025-07-26 09:47:37 - explorer.exe                 19824 Console                   27   2,29,352 K
2025-07-26 09:47:37 - ShellHost.exe                 9776 Console                   27      8,888 K
2025-07-26 09:47:37 - UserAwarenessHelper.exe       7084 Console                   27      5,996 K
2025-07-26 09:47:37 - uihost.exe                   17228 Console                   27     14,400 K
2025-07-26 09:47:37 - SECOCL64.exe                  9284 Console                   27      2,016 K
2025-07-26 09:47:37 - conhost.exe                  13640 Console                   27      1,196 K
2025-07-26 09:47:37 - CrossDeviceResume.exe        17676 Console                   27     19,512 K
2025-07-26 09:47:37 - svchost.exe                   6812 Console                   27     13,500 K
2025-07-26 09:47:37 - StartMenuExperienceHost.e    13936 Console                   27     66,592 K
2025-07-26 09:47:37 - SearchHost.exe               12000 Console                   27     34,388 K
2025-07-26 09:47:37 - Widgets.exe                   6088 Console                   27     32,084 K
2025-07-26 09:47:37 - RuntimeBroker.exe            13136 Console                   27     14,316 K
2025-07-26 09:47:37 - svchost.exe                   9188 Console                   27      3,944 K
2025-07-26 09:47:37 - RuntimeBroker.exe            23688 Console                   27      7,092 K
2025-07-26 09:47:37 - msedgewebview2.exe            6668 Console                   27     43,420 K
2025-07-26 09:47:37 - msedgewebview2.exe           10676 Console                   27      2,368 K
2025-07-26 09:47:37 - msedgewebview2.exe           17120 Console                   27     12,320 K
2025-07-26 09:47:37 - msedgewebview2.exe            3772 Console                   27     25,860 K
2025-07-26 09:47:37 - msedgewebview2.exe           14300 Console                   27      7,172 K
2025-07-26 09:47:37 - ctfmon.exe                   21264 Console                   27     20,316 K
2025-07-26 09:47:37 - msedgewebview2.exe            9888 Console                   27     67,184 K
2025-07-26 09:47:37 - SecurityHealthSystray.exe     7716 Console                   27      3,624 K
2025-07-26 09:47:37 - TextInputHost.exe            23832 Console                   27     34,824 K
2025-07-26 09:47:37 - RtkAudUService64.exe          5092 Console                   27      4,200 K
2025-07-26 09:47:37 - WebCompanion.exe             16604 Console                   27     29,512 K
2025-07-26 09:47:37 - UnInstDaemon.exe             21944 Console                   27     15,672 K
2025-07-26 09:47:37 - chrome.exe                   16092 Console                   27   1,02,120 K
2025-07-26 09:47:37 - chrome.exe                   13852 Console                   27      2,456 K
2025-07-26 09:47:37 - chrome.exe                   15520 Console                   27     63,652 K
2025-07-26 09:47:37 - chrome.exe                   14048 Console                   27     32,456 K
2025-07-26 09:47:37 - chrome.exe                   22048 Console                   27      7,632 K
2025-07-26 09:47:37 - chrome.exe                   10572 Console                   27     17,184 K
2025-07-26 09:47:37 - chrome.exe                   17828 Console                   27   5,45,468 K
2025-07-26 09:47:37 - cmd.exe                      12292 Console                   27        832 K
2025-07-26 09:47:37 - conhost.exe                  18772 Console                   27      2,372 K
2025-07-26 09:47:37 - browserhost.exe              16176 Console                   27      4,108 K
2025-07-26 09:47:37 - chrome.exe                   18124 Console                   27      6,492 K
2025-07-26 09:47:37 - BingWallpaper.exe            15512 Console                   27     69,944 K
2025-07-26 09:47:37 - DesktopExtension.exe          7920 Console                   27     12,208 K
2025-07-26 09:47:37 - HP.myHP.exe                   5144 Console                   27     11,656 K
2025-07-26 09:47:37 - msedgewebview2.exe           16116 Console                   27     40,960 K
2025-07-26 09:47:37 - msedgewebview2.exe            2844 Console                   27      2,344 K
2025-07-26 09:47:37 - msedgewebview2.exe            7136 Console                   27     23,224 K
2025-07-26 09:47:37 - msedgewebview2.exe           18012 Console                   27     15,688 K
2025-07-26 09:47:37 - msedgewebview2.exe            1888 Console                   27      4,832 K
2025-07-26 09:47:37 - msedgewebview2.exe           22224 Console                   27     20,756 K
2025-07-26 09:47:37 - msedgewebview2.exe           24072 Console                   27     38,304 K
2025-07-26 09:47:37 - msedgewebview2.exe           21660 Console                   27      2,380 K
2025-07-26 09:47:37 - msedgewebview2.exe           24088 Console                   27     12,424 K
2025-07-26 09:47:37 - msedgewebview2.exe            7384 Console                   27     15,996 K
2025-07-26 09:47:37 - msedgewebview2.exe           21984 Console                   27      5,452 K
2025-07-26 09:47:37 - msedgewebview2.exe           21832 Console                   27     17,428 K
2025-07-26 09:47:37 - msedgewebview2.exe           14560 Console                   27     41,244 K
2025-07-26 09:47:37 - msedgewebview2.exe           17004 Console                   27      2,500 K
2025-07-26 09:47:37 - msedgewebview2.exe           14520 Console                   27     20,572 K
2025-07-26 09:47:37 - msedgewebview2.exe           17568 Console                   27     15,768 K
2025-07-26 09:47:37 - msedgewebview2.exe           14496 Console                   27      4,832 K
2025-07-26 09:47:37 - msedgewebview2.exe           19768 Console                   27     17,968 K
2025-07-26 09:47:37 - HPSystemEventUtilityBackg    18524 Console                   27     29,444 K
2025-07-26 09:47:37 - HPMediaNetwork.exe            4748 Console                   27     21,672 K
2025-07-26 09:47:37 - HPAudioSwitch.exe            11820 Console                   27     12,640 K
2025-07-26 09:47:37 - WhatsApp.exe                 22732 Console                   27     72,316 K
2025-07-26 09:47:37 - svchost.exe                  22984 Console                   27     22,364 K
2025-07-26 09:47:37 - RuntimeBroker.exe             8884 Console                   27     15,796 K
2025-07-26 09:47:37 - ApplicationFrameHost.exe     21320 Console                   27     18,608 K
2025-07-26 09:47:37 - svchost.exe                   3016 Console                   27      3,584 K
2025-07-26 09:47:37 - svchost.exe                  20220 Console                   27      7,216 K
2025-07-26 09:47:37 - idea64.exe                   23840 Console                   27  11,90,620 K
2025-07-26 09:47:37 - fsnotifier.exe               21992 Console                   27      1,032 K
2025-07-26 09:47:37 - conhost.exe                  23468 Console                   27      1,384 K
2025-07-26 09:47:37 - WidgetService.exe             6480 Console                   27      5,588 K
2025-07-26 09:47:37 - dllhost.exe                   9716 Console                   27      4,668 K
2025-07-26 09:47:37 - dllhost.exe                  16300 Console                   27      6,732 K
2025-07-26 09:47:37 - dllhost.exe                  10620 Console                   27      5,764 K
2025-07-26 09:47:37 - dllhost.exe                  24436 Console                   27      5,588 K
2025-07-26 09:47:37 - ShellExperienceHost.exe      24012 Console                   27     47,972 K
2025-07-26 09:47:37 - RuntimeBroker.exe            21808 Console                   27     15,452 K
2025-07-26 09:47:37 - SystemSettings.exe           13724 Console                   27      2,608 K
2025-07-26 09:47:37 - UserOOBEBroker.exe           13244 Console                   27      4,684 K
2025-07-26 09:47:37 - audiodg.exe                   3176 Services                   0     25,380 K
2025-07-26 09:47:37 - MoUsoCoreWorker.exe          12224 Services                   0     41,280 K
2025-07-26 09:47:37 - svchost.exe                   3976 Services                   0     22,704 K
2025-07-26 09:47:37 - RuntimeBroker.exe            16884 Console                   27      9,680 K
2025-07-26 09:47:37 - svchost.exe                  11292 Services                   0      8,212 K
2025-07-26 09:47:37 - unsecapp.exe                 17972 Console                   27      9,456 K
2025-07-26 09:47:37 - svchost.exe                  17608 Services                   0      7,220 K
2025-07-26 09:47:37 - LockApp.exe                  11676 Console                   27     73,272 K
2025-07-26 09:47:37 - svchost.exe                  20416 Services                   0     29,872 K
2025-07-26 09:47:37 - HPPrinterHealthMonitor.ex    13656 Console                   27     61,120 K
2025-07-26 09:47:37 - RuntimeBroker.exe             1484 Console                   27     54,572 K
2025-07-26 09:47:37 - svchost.exe                   5084 Services                   0     13,096 K
2025-07-26 09:47:37 - svchost.exe                   2568 Services                   0      9,104 K
